K10plus-PPN	Hebis-PPN	Umgelenkte Hebis-PPN 1	Umgelenkte Hebis-PPN 2
023331070	023438185		
023331615	049242253		
023331984	079611648		
023332034	079823645		
023332425	024817147		
023335475	045772649		
02333567X	079533965		
023337486	00690131X		
023337915	061207659		
023340649	049644246		
02334122X	101812000		
023341246	049147269		
023341408	060898429		
023342951	031450288		
023367156	031860516		
023382856	004760972		
023387718	081759479		
023390808	008912726		
02339515X	004416813		
023396911	459738003		
023398264	459725165		
023430648	005455219		
023435887	005557267		
023438096	005432812		
02345363X	008586187		
023476524	012448230		
023480882	014931001		
023481927	03292769X		
023489960	013132865		
02349106X	014139251		
023500115	459918206		
023501189	014936534		
023502983	014041898		
02351843X	00574797X		
023520728	026171716		
023532041	081749627		
023533811	004467531		
023538945	459901095		
023539534	459738518		
023543221	021437033		
023547278	090471768		
023548576	004819519		
023550996	004710304		
023576227	020246501		
023586117	010576487		
023591471	055557317		
023594055	046255095		
023594470	028372565		
023596635	00792769X		
023597143	459901036		
023606916	051095475		
023608625	030335353		
023624914	080463584		
023626410	026811251		
023630671	020842686		
023634987	032792174		
023637242	061501123		
02364155X	055868037		
023643021	023281308		
023644591	031428266		
02364494X	051974916		
023646756	080094929		
02364690X	008915385		
023648376	009265678		
023650435	080508324		
023650907	025986929		
023654309	006700934		
023657642	009333630		
023658614	008303649		
023667184	030251397		
023669438	023765674		
023669535	080567576		
023670835	026465698		
023671556	080465617		
023671572	459742310		
023683503	459571001		
023689471	459696467		
02369324X	000756849		
02369792X	006698212		
023708689	056195605		
023712872	051982382		
023720182	05201293X		
02372272X	056604726		
023729724	031364128		
023731524	080588700		
02373437X	010576762		
023734965	057385696		
023735546	030066220		
023737131	025668234		
023737530	08055668X		
023738014	459698540		
023738421	080260284		
023739096	080571972		
023741546	459658093		
023742135	080583024		
023744804	080248640		
023750863	080613276		
023752580	009134298		
023754044	006762271		
023754672	028829271		
023754869	009122389		
023758422	08066105X		
023761083	056183240		
023761814	02675360X		
023761903	080661599		
023766301	030487234		
023769459	01885995X		
023771550	006844510		
023772344	080575153		
023772921	058370420		
02377455X	080248160		
023774851	080258646		
023781572	025668331		
023789700	029121744		
023790555	133951391		
023798076	459567144		
023799781	459798294		
023801611	018379818		
02380162X	080657818		
023801840	080481264		
023803851	052292193		
023804599	059690488		
023816686	055555071		
023816945	025028219		
023827106	012218057		
023827335	020057490		
023829745	080251226		
023829915	080673716		
023840145	035316578		
023841109	027537129		
023841761	080621651		
023845988	030178894		
023856858	027518469		
023859075	076960080		
023861304	007893027		
023870052	107966484		
023871318	030226910		
023873159	023578572		
023874198	080991599		
023881852	005732328		
023897228	080698840		
023899107	062690248		
023903171	03534444X		
023903465	029156009		
023903805	030225353		
023904402	035343583		
023904496	035316764		
023905778	080260527		
023910941	020734921		
023911999	030491061		
023914882	029094917		
023920564	051028972		
023922966	080639313		
023923008	009410082		
023926791	00925949X		
023928093	059921161		
023932732	080901700		
023933232	081022069		
023933313	034104615		
02393333X	053654285		
023933402	009978283		
023934735	032797397		
023939850	032903901		
023940107	03136814X		
023940484	030874513		
023940840	024839612		
023940859	009896570		
023941146	051080850		
023941847	007534337		
02394661X	025570099		
023947195	005791820		
023951907	051842661		
023952024	459638882		
023956577	03069034X		
023958383	035501367		
02396166X	021722692		
023964111	06029017X		
023968303	026551713		
023969539	080901859		
023972629	049650203		
023976616	006766293		
023977892	05555427X		
023978333	055557740		
023978821	080442765		
023979070	459898353		
023980222	080976883		
023982276	080468012		
023982497	080861326		
023982845	077017935		
023991615	055560814		
023999403	08072700X		
023999527	026677547		
02400443X	080442757		
024004685	080610242		
024007544	035085290		
024007897	079812368		
024009571	079800459		
024033391	046375058		
024033685	079536085		
024034991	022029737		
024041696	11150869X		
024043117	034012982		
024043133	035202386		
024047988	007587066		
024054305	004402367		
024054313	004793226		
024055409	006689582		
024057959	004129946		
024064076	005418704		
024068691	004852346		
024069051	004664388		
024073245	005654262		
024087505	004402421		
024087874	005606403		
02409076X	007365829		
024098957	009939970		
024100005	008959102		
024114243	010179852		
024116181	004961838		
024116750	007943539		
024120294	008435561		
024135070	459653199		
024136727	008803552		
024145351	026394111		
024146307	005780195		
024149101	022404295		
024156248	059455705		
024156426	021705666		
024166995	004062493		
024176591	004679164		
024179507	004205189		
024182958	005542561		
024184128	004620348		
024185620	004697596		
024185639	005635330		
024192074	005596882		
024224847	046001700		
024226149	052420744		
024227536	032900740		
024238155	055560377		
024241490	035862327		
024246654	080701639		
024251917	035867620		
024253170	056699255		
02425410X	017416841		
024254452	055554067		
024267287	08131938X		
024270504	028829603		
024279137	081290489		
024280046	025013270		
024282219	05492636X		
024284033	081464770		
024294357	023765763		
024298182	034416439		
024298387	050033743		
024298395	081691548		
02430140X	056531931		
024312029	010353771		
024318965	027485315		
024321656	076321142		
02432261X	03238453X		
024327980	025265482		
024331171	030373859		
024334707	081697945		
024334715	052130495		
024334766	005625742		
024337307	007536100		
024337668	459823264		
024340928	046632301		
024349739	002483238		
024351490	022573291		
024358657	011475226		
024358819	018321429		
02437573X	006393608		
024376132	03162930X		
024376299	022397752		
024380709	012137626		
02438559X	022315160		
024387118	032396783		
024387886	031863590		
02438903X	007587015		
024394459	050162691		
024398837	009283226		
024400378	028817583		
024403202	008083940		
024422118	459741861		
024443395	027217477		
024445495	024099732		
024456896	081723288		
024456985	090060156		
024467383	034388362		
024475149	102578338		
024478172	026463938		
024478202	026811316		
024480584	023310995		
024481173	081173393		
024492515	024900257		
024493104	024585947		
024493449	006700888		
024493805	009471545		
02449402X	022812075		
024494305	061398950		
024499005	459907700		
024508969	079886310		
024508985	053863879		
024511684	028269349		
024512575	073635499		
024514101	053529642		
024518131	035983221		
024519561	332963810		
024521825	01709495X		
024528838	081129556		
024532886	080911072		
024534722	102129320		
02454647X	009327002		
024550523	032370857		
024550531	027364623		
024573876	081109687		
024584258	081382235		
024585815	071535179		
024589683	028100786		
024603384	081447906		
024614270	459925288		
024615161	080254160		
02461632X	03598449X		
024618500	080147267		
024673897	056508948		
024676888	081633092		
02468757X	029323665		
024690651	081070195		
024695629	001335251		
024696579	459963309		
024696692	006496962		
024697389	008483450		
024698458	003315746		
02469956X	008465231		
024700657	008641374		
024701467	00667755X		
024701521	010175253		
024702641	010275789		
024702870	010986847		
02470458X	010338896		
024707759	010561919		
024710091	011288663		
024710180	011990635		
02471349X	008683514		
024714194	010980695		
024716235	009156585		
024717045	010629556		
024717207	011724145		
024717959	01188794X		
024722529	017294541		
024722758	45967045X		
024723215	012267791		
024726427	013277502		
024726842	013664603		
024728632	013720090		
024729183	013666894		
024729272	016842707		
024730327	019366868		
024732524	016800400		
024733148	018166962		
02473330X	080461417		
024733512	027739341		
024736589	033230463		
024736708	080580572		
024737186	029088860		
024739014	03409380X		
024740888	029998921		
024741248	027466027		
024741256	05448653X		
024742619	035202998		
02474302X	006968848		
02474400X	080940161		
024745898	033995958		
02474624X	035086564		
024746967	02806075X		
024751359	030031303		
024751898	081007396		
024752568	081172125		
024754730	008989125		
024757675	004581954		
024757772	005874890		
024759678	032847726		
024761680	009341153		
024763004	004585682		
02476387X	054663946		
02476485X	032853106		
024767107	081708262		
024770493	033293201		
02477054X	004586573		
024771236	022037179		
024773204	068140010		
024775339	006284302		
024777382	012819158		
024778133	081722222		
024778311	081710550		
024779342	005547636		
024779466	022892818		
024781975	027039927		
024783722	005607140		
024789941	021704848		
024790036	459676768		
024791563	004168836		
024792462	026103494		
024793221	022063552		
024794031	02144045X		
024794341	004214498		
024794694	00438055X		
024795224	004324080		
024796832	268402728		
024797774	004259181		
024805661	005206723		
024808652	035647833		
024809896	005464625		
02481010X	004656016		
024812501	005512069		
024812706	004228677		
024812862	025022296		
024814393	005437482		
024814423	00579028X		
024814679	005623685		
024816574	004401352		
02481668X	005671396		
024817724	009324097		
024818348	006458580		
024818925	005511658		
024819611	005870151		
024819646	005671655		
024820555	081007140		
024822256	009542124		
02482660X	00587078X		
024826618	007385080		
024826642	00951175X		
024828114	009619313		
024829420	009931953		
024829471	006123619		
024830054	006847560		
024830178	007437420		
024830186	009088407		
02483176X	007304730		
024832723	009117180		
024833525	004000498		
024833622	006277551		
024833630	005994594		
024833797	00789046X		
024835188	006816258		
024835315	00618958X		
024836893	00953654X		
024838748	008055521		
024839388	00675158X		
024847925	048944726		
024848158	032397984		
024848166	024594075		
024848468	080235662		
024848816	004416406		
024851590	035864737		
024854948	032745885		
024857319	004805453		
024857440	045909806		
024858056	004126653		
024858706	056527543		
024858757	033869782		
024860565	005998611		
024860611	021931704		
024860743	009182233		
024866067	010049088		
024871672	004400828		
024875384	004880889		
024877336	030875528		
024880590	459562754		
024880604	076598462		
024881953	009730648		
024883433	076642658		
024885649	004660935		
02488913X	004678656		
024890723	004635493		
02489804X	030063205		
024903310	005542995		
024905070	008500177		
024905593	005542871		
024912034	007528299		
024912689	009117563		
024916560	009511873		
024921459	003992500		
024922862	006750818		
024927112	008960720		
02493352X	009281819		
024933538	022902716		
024933880	008243999		
024934038	076395332		
024936405	025945335		
024937800	01774931X		
024938998	05052657X		
02493982X	080654207		
024941328	080465013		
024942286	033264716		
024943045	022328440		
024943495	080613640		
024943754	006459617		
024944750	024099678		
024948489	032749554		
024949132	034369619		
024949248	024528250		
024950386	009348654		
024950874	032572743		
024951730	032367392		
024954829	00617227X		
024959235	028853105		
024959278	051911760		
024959391	285620045		
024959901	459698303		
024959928	05227215X		
024960063	005812550		
024960128	022919767		
024960551	080580106		
024960667	030664217		
024961035	02854725X		
024963771	081258372		
024963941	024798940		
024964662	050952838		
024965456	081108605		
024967785	060886919		
024968102	031804063		
02496817X	008136823		
024968374	006578055		
024969443	023765216		
024969729	031329152		
024970557	048971162		
024971448	049368001		
024976164	081721005		
024977160	027988694		
024978949	03399188X		
024981036	006019897		
024981893	051866412		
024982768	052123960		
024983101	035195568		
024984973	008499640		
024985414	008915350		
024985856	459893629		
024986151	026348527		
024987913	028222547		
024988480	030883067		
024989037	029878837		
02498907X	046240071		
024989134	035864443		
024989142	459899627		
024990426	459895435		
024992712	048831913		
