k10plus-PPN	hebis-PPN	k10plus-EPN	hebis-EPN	206X
859568237	384861652	6004240451	1083173057	HEB1083173057
859610705	107441144	6004097748	108342064X	HEB108342064X
859878880	384618626	600424032X	124070089X	HEB124070089X
859941086	387499873	6004241237	1082647624	HEB1082647624
859943305	416002269	6004244139	1082647934	HEB1082647934
859951146	396500854	6004241741	1228835268	HEB1228835268
859967263	384732984	6004240427	1083176099	HEB1083176099
859967263	384732984	6004240435	1162025468	HEB1162025468
859996433	459977016	6004398640	1083187945	HEB1083187945
860078566	381479064	6004240036	1082646725	HEB1082646725
860081753	38086777X	6004239925	1083175963	HEB1083175963
860107728	417179979	6004244287	1083193880	HEB1083193880
860107728	417179979	6004244295	1083193899	HEB1083193899
86025674X	386925712	6004240931	1131605373	HEB1131605373
860418669	389555525	6004241423	1083185918	HEB1083185918
860418669	389555525	6004241431	1083185926	HEB1083185926
860418669	389555525	600424144X	1083185934	HEB1083185934
860418669	389555525	6004241458	1083185942	HEB1083185942
860418669	389555525	6004241466	1083185950	HEB1083185950
860418669	389555525	6004241474	1083185969	HEB1083185969
861382706	453105858	6004250031	1083204971	HEB1083204971
861429389	395958792	6004241571	1116994658	HEB1116994658
861429680	404267858	6004243175	1116994771	HEB1116994771
861831160	395816262	6004241520	1083175734	HEB1083175734
861834887	396599397	600424175X	1228837805	HEB1228837805
861907841	384682723	6004240419	1083175270	HEB1083175270
862329302	111508428	6004035920	1082942197	HEB1082942197
862330203	109658922	6004101044	1082629561	HEB1082629561
862330211	124916317	6004122637	1082633828	HEB1082633828
862383935	459961578	6004391727	1083170074	HEB1083170074
862559715	382367170	6004240184	1083171372	HEB1083171372
862596130	08086774X	6004501336	108290015X	HEB108290015X
862629888	350120641	6004231908	1083178946	HEB1083178946
862778255	386455945	6004240796	1214360777	HEB1214360777
862782562	385577893	6004240559	1083173022	HEB1083173022
86278333X	38566253X	6004240567	1083174223	HEB1083174223
863258247	387363017	6004241199	1083175041	HEB1083175041
863482694	386040567	6004240753	1083173006	HEB1083173006
863485480	387471154	6004037362	1083176412	HEB1083176412
863950752	266030076	600419767X	1083175432	HEB1083175432
864008767	384861393	6004240443	1083171992	HEB1083171992
865398267	387279539	6004241113	1083204491	HEB1083204491
865398267	387279539	6004241121	1202375014	HEB1202375014
865430500	359148123	6004236713	108317679X	HEB108317679X
865499837	396298346	6004241644	1083174959	HEB1083174959
865499837	396298346	6004241652	1083174967	HEB1083174967
865677255	386633754	6004240885	1083174045	HEB1083174045
86586988X	397109482	6004241768	1083179195	HEB1083179195
865870640	385896573	6004240737	108319660X	HEB108319660X
866069305	357970098	6004236004	1083150170	HEB1083150170
86623554X	39893505X	6004241903	1110236727	HEB1110236727
866245383	415861276	6004244074	1083180606	HEB1083180606
86671460X	399067221	600424192X	1220451932	HEB1220451932
866720251	388109033	6004241318	1083174681	HEB1083174681
866725350	386979693	6004240966	1083179284	HEB1083179284
866732020	387504273	6004241245	1147144125	HEB1147144125
867231564	016569555	6004140465	1082610151	HEB1082610151
867231564	016569555	6004140473	108261016X	HEB108261016X
867241063	024488372	6004192244	1082600989	HEB1082600989
867290935	114255733	6004108863	1082630462	HEB1082630462
867290943	114255997	6004108871	1082630470	HEB1082630470
86746772X	402689364	6004242780	1216558051	HEB1216558051
867520205	399159185	6004241938	1083205455	HEB1083205455
867894725	38950582X	6004241407	1086395360	HEB1086395360
86802225X	40264011X	600424273X	1083180428	HEB1083180428
86802225X	40264011X	6004242748	1083180436	HEB1083180436
86802225X	40264011X	6004242756	1083180444	HEB1083180444
868742651	40397481X	6004243124	1286779324	HEB1286779324
868758043	396297552	6004241636	1083182722	HEB1083182722
868938971	459837397	6004331481	1083026887	HEB1083026887
869304739	396488161	6004241733	1083201212	HEB1083201212
869688421	400035766	6004242055	1083179306	HEB1083179306
869690698	389967874	6004241482	111023693X	HEB111023693X
870079786	387879900	6004241296	114607932X	HEB114607932X
870087002	459969587	6004395587	1083179519	HEB1083179519
870727532	426882962	6004245445	1083188909	HEB1083188909
871137704	402435737	6004242675	1083181165	HEB1083181165
871572435	400918226	6004242470	1083180045	HEB1083180045
872116212	417281951	6004244317	1083178822	HEB1083178822
87220748X	396127177	600424161X	108318718X	HEB108318718X
872655660	402789334	6004242810	1083181467	HEB1083181467
872664171	396400612	6004241687	1083176803	HEB1083176803
872664406	396400159	6004241679	1083177605	HEB1083177605
87274423X	488060699	6004425796	1173510699	HEB1173510699
872759288	448076160	6004249092	1083178393	HEB1083178393
872759377	396410553	6004241709	1083195263	HEB1083195263
872759962	396410707	6004241717	1083195271	HEB1083195271
872760308	396410383	6004241695	1083195255	HEB1083195255
873068106	415251591	6004243965	1083196588	HEB1083196588
873070372	418500681	6004244554	1083202618	HEB1083202618
873103947	406503753	6004243566	1261901630	HEB1261901630
873103947	406503753	6004243574	1261901649	HEB1261901649
873204077	459967231	6004394416	1083176773	HEB1083176773
873285387	396006469	600424158X	1083176056	HEB1083176056
873285387	396006469	6004241598	1148241922	HEB1148241922
873286081	396058973	6004241601	1083176323	HEB1083176323
873987551	230538460	6004187887	1082636215	HEB1082636215
874031346	459970852	6004396036	108318105X	HEB108318105X
874031591	403168279	6004242918	1289689229	HEB1289689229
87403180X	415517907	6004243973	1083188232	HEB1083188232
87403180X	415517907	6004243981	1083188240	HEB1083188240
874032563	419470840	6004244619	1083202189	HEB1083202189
874032962	400710919	6004242381	1083180479	HEB1083180479
874032962	400710919	600424239X	1083180487	HEB1083180487
874034159	404444261	6004243256	108320226X	HEB108320226X
874034221	404437788	6004243248	1083202340	HEB1083202340
874050448	402477790	6004242683	1083182676	HEB1083182676
874053579	399756043	6004242012	1083182714	HEB1083182714
87405480X	400354055	6004242292	1083181041	HEB1083181041
87579484X	39789127X	6004241822	1083179411	HEB1083179411
876058292	416844049	6004244228	1083185136	HEB1083185136
876067313	433835443	6004246719	1083194534	HEB1083194534
876534957	404071201	6004243132	1170683592	HEB1170683592
876540590	40624992X	600424354X	1083185659	HEB1083185659
876781792	369937473	6004239089	1083183508	HEB1083183508
876983735	459980998	6004400971	108319223X	HEB108319223X
87765428X	398853223	6004241881	1083201239	HEB1083201239
877654506	400037386	6004242063	1269312693	HEB1269312693
877734984	459883852	6004354759	1083081683	HEB1083081683
878937366	39901053X	6004241911	1103208381	HEB1103208381
879258829	39969787X	6004242004	1083185802	HEB1083185802
879480440	416112080	6004244171	1083179462	HEB1083179462
879950706	423345001	6004244864	1083188674	HEB1083188674
879950889	400509571	6004242322	1083180762	HEB1083180762
880170964	424988151	6004245100	1083192582	HEB1083192582
880242140	404914268	6004243353	1214360866	HEB1214360866
880251263	400353539	6004242284	1083185632	HEB1083185632
88120482X	404758339	6004243272	1083188526	HEB1083188526
88120482X	404758339	6004243280	1083188534	HEB1083188534
88120482X	404758339	6004243299	1083188542	HEB1083188542
88120482X	404758339	6004243302	1083188550	HEB1083188550
88120482X	404758339	6004243310	1083188569	HEB1083188569
881331104	400715546	6004242403	108318198X	HEB108318198X
881353345	402545257	6004242705	1083194542	HEB1083194542
881410926	404735401	6004243264	1264576986	HEB1264576986
881417920	403001064	6004242888	1173271562	HEB1173271562
881631299	402157052	6004242616	1083186752	HEB1083186752
881644137	402404696	6004242667	1083182544	HEB1083182544
881644315	402360362	6004242632	1083181408	HEB1083181408
882234978	400758695	6004242438	1083185004	HEB1083185004
882261118	426635019	6004245380	1083186787	HEB1083186787
882267493	404380948	6004243191	1083196189	HEB1083196189
882267493	404380948	6004243205	1228837899	HEB1228837899
883569221	384937799	600424046X	1083201883	HEB1083201883
884094243	402385624	6004242640	1083187929	HEB1083187929
884094960	415242479	6004243957	1083196197	HEB1083196197
884672336	402681789	6004242764	1083181327	HEB1083181327
884672336	402681789	6004242772	1083181319	HEB1083181319
884765490	404761720	6004243329	108318590X	HEB108318590X
884766020	405148941	6004243396	1083198467	HEB1083198467
884772829	417319983	6004244333	1110340796	HEB1110340796
884775739	415866480	6004244082	1083182978	HEB1083182978
884775739	415866480	6004244090	1083182986	HEB1083182986
884879895	395843820	6004241539	1083179128	HEB1083179128
884996980	431850593	6004246263	1083190229	HEB1083190229
885119428	45997730X	6004398802	1083188283	HEB1083188283
88515536X	415913926	6004244120	1083197002	HEB1083197002
885155882	404253725	6004243167	1283810123	HEB1283810123
885156463	421003421	6004244708	108319657X	HEB108319657X
885297105	404416748	6004243221	1083195034	HEB1083195034
885596633	402798716	6004242829	1083199587	HEB1083199587
885598407	423709615	6004244961	108319481X	HEB108319481X
88559861X	427734185	6004245631	1083198777	HEB1083198777
88559861X	427734185	600424564X	1083198785	HEB1083198785
88559861X	427734185	6004245658	1083198793	HEB1083198793
88559861X	427734185	6004245666	1083198807	HEB1083198807
88559861X	427734185	6004245674	1083198815	HEB1083198815
885621433	403912563	6004243116	1083182536	HEB1083182536
885621808	41588537X	6004244104	1083191438	HEB1083191438
885621816	485929090	6004424013	1169745997	HEB1169745997
885621816	485929090	6004424021	1169746144	HEB1169746144
885622995	404854958	6004243337	1083188585	HEB1083188585
886411858	459956434	6004389366	1083164481	HEB1083164481
886482046	419515941	6004244635	1083201824	HEB1083201824
88648300X	417779208	6004244465	1289689334	HEB1289689334
886483654	428766382	6004245844	1083190008	HEB1083190008
886484472	427734320	6004245682	1083183311	HEB1083183311
886484634	404386652	6004243213	1083181548	HEB1083181548
886484758	417347871	6004244384	1083181556	HEB1083181556
886484979	419490043	6004244627	1083184938	HEB1083184938
886536332	404965024	6004243388	1083198289	HEB1083198289
887806058	417690835	6004244449	1185259112	HEB1185259112
887809812	432986936	6004246492	1220281360	HEB1220281360
887836224	405775539	6004037516	1083201638	HEB1083201638
889413924	415541786	600424399X	108318539X	HEB108318539X
889454566	426211553	6004245313	1124075240	HEB1124075240
889723699	417301375	6004244325	1111725330	HEB1111725330
889733864	427596424	6004245550	1116994445	HEB1116994445
890345171	439151740	6004247863	1265796394	HEB1265796394
890345171	439151740	6004247871	1265796408	HEB1265796408
890345171	439151740	600424788X	1265796416	HEB1265796416
890345171	439151740	6004247898	1265796424	HEB1265796424
890345171	439151740	6004247901	1265796432	HEB1265796432
890345171	439151740	600424791X	1266346279	HEB1266346279
890910952	405883870	6004243450	1083187155	HEB1083187155
890912750	405828098	6004243442	1083204947	HEB1083204947
891533400	028206789	6004204285	1082626120	HEB1082626120
892837101	42695260X	6004245453	1083191896	HEB1083191896
893117498	427573041	600424550X	1083195182	HEB1083195182
893174769	093716532	6004517852	1082914177	HEB1082914177
893177407	459705261	6004548391	1082865826	HEB1082865826
893272671	418929580	6004244589	108319464X	HEB108319464X
893281565	415664853	6004244023	1083187007	HEB1083187007
893483559	423485008	6004244929	1170570658	HEB1170570658
89350629X	406523592	6004243582	1149271175	HEB1149271175
894683306	428783368	6004245879	1202473164	HEB1202473164
89479485X	42149106X	6004244805	1083188046	HEB1083188046
894795392	421035889	6004244724	1083187902	HEB1083187902
894795392	421035889	6004244732	1202188540	HEB1202188540
895365049	417336195	6004244341	1083186523	HEB1083186523
89536705X	42539025X	6004245186	1168859778	HEB1168859778
895855712	418673799	6004244562	110600647X	HEB110600647X
896108643	463476956	6004410276	1103077457	HEB1103077457
896182207	052895386	6004454885	108301806X	HEB108301806X
896279820	416176089	600424418X	108318329X	HEB108318329X
896362663	124700225	6004529249	1117090205	HEB1117090205
896423735	416851177	6004244236	1083204297	HEB1083204297
896423735	416851177	6004244244	1083204300	HEB1083204300
896431061	459988239	6004405590	1083201107	HEB1083201107
896431061	459988239	6004405604	1083201115	HEB1083201115
896431061	459988239	6004405612	1083201123	HEB1083201123
897369548	110018095	6004101818	1082630594	HEB1082630594
897876725	459972685	6004397008	108318296X	HEB108318296X
898221196	417656564	6004244430	1083186825	HEB1083186825
898267064	425041123	6004245119	1195793510	HEB1195793510
898581907	417637764	6004244422	1083184733	HEB1083184733
898828589	427903475	6004245763	1083203398	HEB1083203398
898871700	426638980	6004245402	1116124815	HEB1116124815
1000125920	439363632	6004247960	1083194763	HEB1083194763
1000125920	439363632	6004247979	1083194771	HEB1083194771
1000273369	431380384	6004246158	1083193937	HEB1083193937
1000273369	431380384	6004246166	1083193945	HEB1083193945
1000607720	423543563	6004244937	1198926015	HEB1198926015
1000772519	005382203	6004541540	1101059699	HEB1101059699
1000772837	004435192	6004535435	108271187X	HEB108271187X
1000772896	008002061	6004543500	1087300428	HEB1087300428
1000894967	424941759	6004245089	1083193104	HEB1083193104
1001018184	004120205	6004037397	108259380X	HEB108259380X
1001045599	082011583	6004503916	1082627976	HEB1082627976
1001197763	459506390	6004537187	1082583766	HEB1082583766
1001200071	024164852	600453224X	1101058978	HEB1101058978
1001240766	459927329	6004375446	1083130900	HEB1083130900
1001275608	397487665	6004534811	1248127625	HEB1248127625
100174263X	459512137	6004538396	1082589756	HEB1082589756
1001915968	493735070	6004429651	1230199969	HEB1230199969
1002193184	088883108	6004509701	1082648825	HEB1082648825
1002193192	088882993	6004509698	1082648833	HEB1082648833
1002272696	423774131	600424497X	1175319902	HEB1175319902
1002508207	424410516	600424502X	1083185314	HEB1083185314
1002605725	427710286	6004245615	1083195026	HEB1083195026
100260737X	42342310X	6004244872	1083205447	HEB1083205447
1002772036	404948472	6004037370	1082648000	HEB1082648000
1003463886	421363460	6004244740	1083190237	HEB1083190237
1004886748	427737907	6004245690	1083205242	HEB1083205242
1004897286	426964683	6004245461	1083192868	HEB1083192868
1004897820	43307874X	6004246506	108319254X	HEB108319254X
1004897820	43307874X	6004246514	1083192558	HEB1083192558
1004897820	43307874X	6004246522	1083192566	HEB1083192566
1005123810	421464844	6004244775	108318797X	HEB108318797X
1005399913	421473924	6004244783	1083185829	HEB1083185829
1005399913	421473924	6004244791	1083185837	HEB1083185837
1005417296	459978934	6004399590	1083190075	HEB1083190075
1005508143	459975048	6004398128	1083185640	HEB1083185640
1005633932	418441278	600424452X	1083197517	HEB1083197517
1006050302	423449362	6004244880	1083185764	HEB1083185764
1006123520	438972295	6004247790	1123636508	HEB1123636508
1006449116	45998957X	6004406880	1083203142	HEB1083203142
100644968X	428798276	6004245887	1083191047	HEB1083191047
100644968X	428798276	6004245895	1083191055	HEB1083191055
1006461140	429008465	6004246050	1083202200	HEB1083202200
